barcode,product_name,categories,ingredients_text,energy_kcal_100g,fat_100g,sugars_100g,proteins_100g,salt_100g,allergens
8901000001212,Food Product 1212,Frozen Foods,"Water, Fruit Concentrate, Sugar",197,12.03,27.51,18.87,3.42,none
8901000001213,Food Product 1213,Dairy,"Oats, Honey, Almonds",543,28.63,28.87,13.91,1.3,gluten
8901000001214,Food Product 1214,Frozen Foods,"Rice, Spices, Vegetable Oil",58,22.19,16.01,22.56,4.56,none
8901000001215,Food Product 1215,Dairy,"Water, Fruit Concentrate, Sugar",120,27.68,22.53,2.1,4.26,none
8901000001216,Food Product 1216,Snacks,"Milk, Cocoa, Sugar",508,22.58,21.69,3.0,4.67,none
8901000001217,Food Product 1217,Snacks,"Rice, Spices, Vegetable Oil",148,28.83,16.25,2.49,2.89,milk
8901000001218,Food Product 1218,Snacks,"Water, Fruit Concentrate, Sugar",335,15.46,11.71,12.75,0.68,nuts
8901000001219,Food Product 1219,Frozen Foods,"Rice, Spices, Vegetable Oil",426,28.09,27.64,15.57,0.16,nuts
8901000001220,Food Product 1220,Snacks,"Water, Fruit Concentrate, Sugar",450,13.7,23.09,11.05,1.39,nuts
8901000001221,Food Product 1221,Cereals,"Rice, Spices, Vegetable Oil",387,17.54,13.1,23.82,3.21,milk
8901000001222,Food Product 1222,Frozen Foods,"Milk, Cocoa, Sugar",352,29.72,37.05,16.96,3.98,none
8901000001223,Food Product 1223,Snacks,"Sugar, Wheat Flour, Palm Oil, Salt",253,16.77,1.24,24.85,2.68,none
8901000001224,Food Product 1224,Frozen Foods,"Rice, Spices, Vegetable Oil",147,2.24,19.25,7.57,2.74,gluten
8901000001225,Food Product 1225,Dairy,"Rice, Spices, Vegetable Oil",310,8.25,19.16,6.69,3.33,none
8901000001226,Food Product 1226,Snacks,"Oats, Honey, Almonds",458,27.51,3.47,3.07,0.62,none
8901000001227,Food Product 1227,Frozen Foods,"Sugar, Wheat Flour, Palm Oil, Salt",85,14.28,5.3,20.42,0.23,milk
8901000001228,Food Product 1228,Beverages,"Milk, Cocoa, Sugar",532,23.82,34.62,2.14,4.6,gluten
8901000001229,Food Product 1229,Beverages,"Sugar, Wheat Flour, Palm Oil, Salt",486,21.36,14.38,13.02,4.19,gluten
8901000001230,Food Product 1230,Dairy,"Sugar, Wheat Flour, Palm Oil, Salt",203,6.66,14.81,14.55,4.71,gluten
8901000001231,Food Product 1231,Frozen Foods,"Rice, Spices, Vegetable Oil",263,14.69,19.21,19.32,3.16,milk
8901000001232,Food Product 1232,Snacks,"Sugar, Wheat Flour, Palm Oil, Salt",309,3.19,4.95,15.48,1.71,none
8901000001233,Food Product 1233,Frozen Foods,"Rice, Spices, Vegetable Oil",155,17.44,0.07,9.54,3.22,gluten
8901000001234,Food Product 1234,Dairy,"Sugar, Wheat Flour, Palm Oil, Salt",454,24.38,18.38,11.79,2.4,none
8901000001235,Food Product 1235,Frozen Foods,"Sugar, Wheat Flour, Palm Oil, Salt",193,23.23,25.95,17.78,3.39,nuts
8901000001236,Food Product 1236,Dairy,"Oats, Honey, Almonds",350,16.44,9.11,19.62,0.11,milk
8901000001237,Food Product 1237,Dairy,"Water, Fruit Concentrate, Sugar",524,23.08,9.56,0.95,2.0,none
8901000001238,Food Product 1238,Snacks,"Milk, Cocoa, Sugar",196,12.55,33.88,23.95,1.35,gluten
8901000001239,Food Product 1239,Snacks,"Rice, Spices, Vegetable Oil",487,5.81,20.45,9.51,1.53,none
8901000001240,Food Product 1240,Beverages,"Sugar, Wheat Flour, Palm Oil, Salt",398,12.16,1.67,5.01,1.82,none
8901000001241,Food Product 1241,Frozen Foods,"Milk, Cocoa, Sugar",286,6.81,19.34,17.23,1.36,gluten
8901000001242,Food Product 1242,Beverages,"Milk, Cocoa, Sugar",419,23.36,7.49,23.67,1.35,none
8901000001243,Food Product 1243,Frozen Foods,"Water, Fruit Concentrate, Sugar",51,14.6,33.7,11.09,2.28,gluten
8901000001244,Food Product 1244,Beverages,"Milk, Cocoa, Sugar",397,15.21,29.12,14.89,3.6,milk
8901000001245,Food Product 1245,Dairy,"Sugar, Wheat Flour, Palm Oil, Salt",484,16.24,38.26,19.41,4.68,gluten
8901000001246,Food Product 1246,Cereals,"Rice, Spices, Vegetable Oil",114,21.1,13.47,15.91,3.83,nuts
8901000001247,Food Product 1247,Cereals,"Milk, Cocoa, Sugar",324,28.51,19.34,6.04,4.71,nuts
8901000001248,Food Product 1248,Beverages,"Oats, Honey, Almonds",481,5.19,18.89,24.9,0.4,milk
8901000001249,Food Product 1249,Cereals,"Sugar, Wheat Flour, Palm Oil, Salt",496,9.42,7.7,2.48,3.63,none
8901000001250,Food Product 1250,Dairy,"Water, Fruit Concentrate, Sugar",410,26.36,34.48,13.91,4.36,milk
8901000001251,Food Product 1251,Dairy,"Oats, Honey, Almonds",313,9.65,30.63,1.48,0.73,gluten
8901000001252,Food Product 1252,Beverages,"Sugar, Wheat Flour, Palm Oil, Salt",178,21.4,11.08,8.92,4.35,milk
8901000001253,Food Product 1253,Cereals,"Milk, Cocoa, Sugar",72,19.28,12.17,6.63,3.34,milk
8901000001254,Food Product 1254,Beverages,"Oats, Honey, Almonds",479,28.4,18.73,0.02,3.65,none
8901000001255,Food Product 1255,Beverages,"Sugar, Wheat Flour, Palm Oil, Salt",525,24.55,9.54,7.1,1.54,milk
8901000001256,Food Product 1256,Dairy,"Milk, Cocoa, Sugar",64,6.25,17.07,7.65,4.32,gluten
8901000001257,Food Product 1257,Dairy,"Oats, Honey, Almonds",249,25.42,22.47,24.17,1.56,none
8901000001258,Food Product 1258,Snacks,"Water, Fruit Concentrate, Sugar",480,14.89,8.84,17.98,3.29,milk
8901000001259,Food Product 1259,Dairy,"Sugar, Wheat Flour, Palm Oil, Salt",533,25.45,36.43,4.37,1.39,none
8901000001260,Food Product 1260,Snacks,"Oats, Honey, Almonds",138,7.39,25.12,16.14,0.56,milk
8901000001261,Food Product 1261,Cereals,"Oats, Honey, Almonds",449,6.9,18.65,12.25,2.28,gluten
8901000001262,Food Product 1262,Cereals,"Oats, Honey, Almonds",58,20.2,4.93,9.46,4.04,milk
8901000001263,Food Product 1263,Frozen Foods,"Milk, Cocoa, Sugar",500,3.57,10.94,19.34,1.45,gluten
8901000001264,Food Product 1264,Cereals,"Sugar, Wheat Flour, Palm Oil, Salt",543,20.47,13.28,6.17,1.76,milk
8901000001265,Food Product 1265,Beverages,"Water, Fruit Concentrate, Sugar",228,14.35,34.06,2.16,0.81,gluten
8901000001266,Food Product 1266,Frozen Foods,"Rice, Spices, Vegetable Oil",330,9.0,8.28,12.47,0.6,nuts
8901000001267,Food Product 1267,Cereals,"Milk, Cocoa, Sugar",458,11.96,3.88,18.41,1.69,gluten
8901000001268,Food Product 1268,Frozen Foods,"Milk, Cocoa, Sugar",501,19.0,33.25,5.69,1.05,gluten
8901000001269,Food Product 1269,Snacks,"Oats, Honey, Almonds",353,16.91,27.82,14.13,0.93,none
8901000001270,Food Product 1270,Cereals,"Water, Fruit Concentrate, Sugar",84,27.16,39.18,15.1,4.8,nuts
8901000001271,Food Product 1271,Cereals,"Water, Fruit Concentrate, Sugar",362,14.18,9.56,5.26,2.53,gluten
8901000001272,Food Product 1272,Snacks,"Rice, Spices, Vegetable Oil",518,26.39,32.04,10.33,2.99,none
8901000001273,Food Product 1273,Beverages,"Rice, Spices, Vegetable Oil",95,20.46,21.92,1.04,1.33,none
8901000001274,Food Product 1274,Cereals,"Rice, Spices, Vegetable Oil",325,11.49,31.94,13.44,0.15,gluten
8901000001275,Food Product 1275,Beverages,"Oats, Honey, Almonds",286,6.38,33.87,9.04,1.02,none
8901000001276,Food Product 1276,Frozen Foods,"Water, Fruit Concentrate, Sugar",174,27.96,11.26,15.21,3.8,milk
8901000001277,Food Product 1277,Cereals,"Sugar, Wheat Flour, Palm Oil, Salt",345,17.33,23.43,23.02,2.58,milk
8901000001278,Food Product 1278,Frozen Foods,"Rice, Spices, Vegetable Oil",56,16.88,0.99,1.82,1.16,gluten
8901000001279,Food Product 1279,Frozen Foods,"Water, Fruit Concentrate, Sugar",170,19.97,18.42,19.89,2.75,none
8901000001280,Food Product 1280,Frozen Foods,"Milk, Cocoa, Sugar",431,3.16,15.75,22.25,4.91,none
8901000001281,Food Product 1281,Frozen Foods,"Rice, Spices, Vegetable Oil",139,18.33,28.1,14.68,0.14,nuts
8901000001282,Food Product 1282,Snacks,"Rice, Spices, Vegetable Oil",105,3.53,18.4,1.93,1.5,none
8901000001283,Food Product 1283,Snacks,"Sugar, Wheat Flour, Palm Oil, Salt",179,13.23,16.06,7.56,1.39,gluten
8901000001284,Food Product 1284,Frozen Foods,"Milk, Cocoa, Sugar",428,28.24,35.13,10.9,0.87,gluten
8901000001285,Food Product 1285,Cereals,"Sugar, Wheat Flour, Palm Oil, Salt",65,13.22,3.78,18.95,3.81,none
8901000001286,Food Product 1286,Snacks,"Water, Fruit Concentrate, Sugar",438,25.04,31.88,22.93,1.88,gluten
8901000001287,Food Product 1287,Cereals,"Oats, Honey, Almonds",70,5.32,30.24,4.0,1.07,milk
8901000001288,Food Product 1288,Snacks,"Oats, Honey, Almonds",285,2.37,23.58,10.36,3.61,gluten
8901000001289,Food Product 1289,Snacks,"Oats, Honey, Almonds",280,22.86,2.33,15.43,3.89,milk
8901000001290,Food Product 1290,Cereals,"Oats, Honey, Almonds",159,0.54,4.33,17.77,3.01,milk
8901000001291,Food Product 1291,Dairy,"Water, Fruit Concentrate, Sugar",218,2.67,35.49,5.45,0.6,milk
8901000001292,Food Product 1292,Beverages,"Rice, Spices, Vegetable Oil",353,17.47,32.08,8.13,0.02,none
8901000001293,Food Product 1293,Cereals,"Milk, Cocoa, Sugar",96,13.24,22.04,24.49,2.91,nuts
8901000001294,Food Product 1294,Cereals,"Sugar, Wheat Flour, Palm Oil, Salt",442,1.45,16.29,2.04,4.52,nuts
8901000001295,Food Product 1295,Beverages,"Oats, Honey, Almonds",180,22.98,37.97,14.0,3.63,gluten
8901000001296,Food Product 1296,Frozen Foods,"Milk, Cocoa, Sugar",282,7.96,21.1,11.28,4.58,gluten
8901000001297,Food Product 1297,Frozen Foods,"Milk, Cocoa, Sugar",78,24.25,32.95,8.32,2.96,milk
8901000001298,Food Product 1298,Cereals,"Sugar, Wheat Flour, Palm Oil, Salt",319,24.93,19.8,15.27,2.42,none
8901000001299,Food Product 1299,Frozen Foods,"Rice, Spices, Vegetable Oil",144,13.79,29.12,6.39,3.81,nuts
8901000001300,Food Product 1300,Snacks,"Milk, Cocoa, Sugar",306,26.42,10.57,0.12,1.72,gluten
8901000001301,Food Product 1301,Snacks,"Rice, Spices, Vegetable Oil",301,4.61,2.56,0.02,3.59,none
8901000001302,Food Product 1302,Beverages,"Sugar, Wheat Flour, Palm Oil, Salt",287,23.24,3.49,22.9,0.72,none
8901000001303,Food Product 1303,Frozen Foods,"Rice, Spices, Vegetable Oil",523,3.37,21.28,11.09,4.82,gluten
8901000001304,Food Product 1304,Frozen Foods,"Water, Fruit Concentrate, Sugar",433,8.63,5.39,20.59,3.91,milk
8901000001305,Food Product 1305,Dairy,"Oats, Honey, Almonds",279,15.13,4.32,2.56,3.64,milk
8901000001306,Food Product 1306,Dairy,"Water, Fruit Concentrate, Sugar",294,11.36,35.21,15.52,4.71,nuts
8901000001307,Food Product 1307,Frozen Foods,"Rice, Spices, Vegetable Oil",220,21.5,7.42,17.16,2.21,none
8901000001308,Food Product 1308,Cereals,"Water, Fruit Concentrate, Sugar",182,4.29,29.84,23.05,3.02,milk
8901000001309,Food Product 1309,Frozen Foods,"Water, Fruit Concentrate, Sugar",361,11.54,11.7,14.35,1.25,nuts
8901000001310,Food Product 1310,Dairy,"Oats, Honey, Almonds",476,29.0,29.57,1.82,1.96,nuts
8901000001311,Food Product 1311,Beverages,"Sugar, Wheat Flour, Palm Oil, Salt",216,2.49,37.75,13.34,4.38,gluten
8901000001312,Food Product 1312,Dairy,"Milk, Cocoa, Sugar",384,0.24,29.02,7.82,0.6,milk
8901000001313,Food Product 1313,Dairy,"Milk, Cocoa, Sugar",108,2.47,31.04,3.37,2.62,nuts
8901000001314,Food Product 1314,Snacks,"Rice, Spices, Vegetable Oil",388,7.0,20.13,6.95,1.64,none
8901000001315,Food Product 1315,Dairy,"Rice, Spices, Vegetable Oil",537,29.43,18.14,12.53,2.1,none
8901000001316,Food Product 1316,Frozen Foods,"Oats, Honey, Almonds",57,17.38,34.03,13.7,1.19,none
8901000001317,Food Product 1317,Snacks,"Rice, Spices, Vegetable Oil",172,1.66,36.92,18.6,1.32,nuts
8901000001318,Food Product 1318,Dairy,"Oats, Honey, Almonds",408,0.29,31.08,3.99,4.36,nuts
8901000001319,Food Product 1319,Snacks,"Sugar, Wheat Flour, Palm Oil, Salt",139,11.76,27.59,2.1,4.46,milk
8901000001320,Food Product 1320,Frozen Foods,"Oats, Honey, Almonds",350,14.31,39.77,19.08,1.01,nuts
8901000001321,Food Product 1321,Beverages,"Sugar, Wheat Flour, Palm Oil, Salt",384,6.8,11.03,24.04,0.58,milk
8901000001322,Food Product 1322,Beverages,"Milk, Cocoa, Sugar",138,22.79,22.06,6.12,3.03,none
8901000001323,Food Product 1323,Snacks,"Milk, Cocoa, Sugar",449,13.28,3.7,16.48,1.95,none
8901000001324,Food Product 1324,Frozen Foods,"Sugar, Wheat Flour, Palm Oil, Salt",307,3.36,31.75,8.15,2.15,gluten
8901000001325,Food Product 1325,Beverages,"Rice, Spices, Vegetable Oil",83,9.07,31.36,7.53,3.94,none
8901000001326,Food Product 1326,Beverages,"Water, Fruit Concentrate, Sugar",365,14.63,26.55,6.57,1.95,milk
8901000001327,Food Product 1327,Dairy,"Rice, Spices, Vegetable Oil",532,19.45,14.06,12.55,1.39,none
8901000001328,Food Product 1328,Cereals,"Water, Fruit Concentrate, Sugar",340,9.71,22.16,13.47,4.68,none
8901000001329,Food Product 1329,Cereals,"Milk, Cocoa, Sugar",114,0.8,37.45,13.34,0.14,none
8901000001330,Food Product 1330,Frozen Foods,"Oats, Honey, Almonds",77,1.08,2.0,6.96,2.33,nuts
8901000001331,Food Product 1331,Dairy,"Water, Fruit Concentrate, Sugar",546,24.99,12.16,16.5,3.47,gluten
8901000001332,Food Product 1332,Frozen Foods,"Water, Fruit Concentrate, Sugar",291,3.93,25.17,9.85,2.73,none
8901000001333,Food Product 1333,Frozen Foods,"Milk, Cocoa, Sugar",293,11.6,25.16,23.28,4.49,milk
8901000001334,Food Product 1334,Beverages,"Oats, Honey, Almonds",547,3.37,22.48,3.39,4.96,gluten
8901000001335,Food Product 1335,Frozen Foods,"Water, Fruit Concentrate, Sugar",417,1.41,33.44,15.47,4.29,none
8901000001336,Food Product 1336,Beverages,"Milk, Cocoa, Sugar",194,29.61,30.69,16.19,4.79,gluten
8901000001337,Food Product 1337,Beverages,"Milk, Cocoa, Sugar",518,13.45,25.65,20.78,2.73,none
8901000001338,Food Product 1338,Dairy,"Oats, Honey, Almonds",328,1.44,24.1,1.53,2.57,none
8901000001339,Food Product 1339,Dairy,"Rice, Spices, Vegetable Oil",530,23.65,17.88,19.87,1.06,milk
8901000001340,Food Product 1340,Dairy,"Oats, Honey, Almonds",180,11.11,18.49,11.69,0.17,none
8901000001341,Food Product 1341,Frozen Foods,"Milk, Cocoa, Sugar",302,12.71,15.84,24.29,1.09,gluten
8901000001342,Food Product 1342,Frozen Foods,"Rice, Spices, Vegetable Oil",236,26.49,3.98,6.8,1.5,none
8901000001343,Food Product 1343,Snacks,"Oats, Honey, Almonds",351,26.3,8.2,22.31,3.01,milk
8901000001344,Food Product 1344,Frozen Foods,"Rice, Spices, Vegetable Oil",61,4.85,37.29,19.57,1.64,milk
8901000001345,Food Product 1345,Snacks,"Milk, Cocoa, Sugar",524,5.47,5.78,9.15,0.0,none
8901000001346,Food Product 1346,Cereals,"Milk, Cocoa, Sugar",327,27.43,30.34,0.78,3.65,gluten
8901000001347,Food Product 1347,Cereals,"Sugar, Wheat Flour, Palm Oil, Salt",157,13.48,12.28,3.22,3.81,none
8901000001348,Food Product 1348,Dairy,"Rice, Spices, Vegetable Oil",105,6.75,10.7,2.42,4.72,gluten
8901000001349,Food Product 1349,Beverages,"Rice, Spices, Vegetable Oil",347,22.82,7.97,1.83,0.25,none
8901000001350,Food Product 1350,Frozen Foods,"Rice, Spices, Vegetable Oil",268,12.92,11.76,22.08,3.54,milk
8901000001351,Food Product 1351,Frozen Foods,"Milk, Cocoa, Sugar",404,13.24,25.43,3.18,0.52,nuts
8901000001352,Food Product 1352,Dairy,"Water, Fruit Concentrate, Sugar",55,14.12,39.93,18.97,3.83,nuts
8901000001353,Food Product 1353,Frozen Foods,"Oats, Honey, Almonds",286,12.21,5.27,5.84,0.41,nuts
8901000001354,Food Product 1354,Dairy,"Milk, Cocoa, Sugar",399,24.27,36.95,21.22,0.62,milk
8901000001355,Food Product 1355,Snacks,"Milk, Cocoa, Sugar",315,25.06,22.7,21.42,1.58,none
8901000001356,Food Product 1356,Frozen Foods,"Rice, Spices, Vegetable Oil",106,26.2,15.71,7.99,1.43,nuts
8901000001357,Food Product 1357,Frozen Foods,"Milk, Cocoa, Sugar",54,19.71,32.06,2.23,3.57,milk
8901000001358,Food Product 1358,Frozen Foods,"Oats, Honey, Almonds",429,2.08,3.57,19.5,2.21,gluten
8901000001359,Food Product 1359,Frozen Foods,"Sugar, Wheat Flour, Palm Oil, Salt",401,0.89,8.72,15.49,1.63,gluten
8901000001360,Food Product 1360,Dairy,"Water, Fruit Concentrate, Sugar",501,8.64,7.78,2.48,0.99,nuts
8901000001361,Food Product 1361,Snacks,"Oats, Honey, Almonds",245,10.97,28.13,11.06,0.79,gluten
8901000001362,Food Product 1362,Dairy,"Milk, Cocoa, Sugar",482,23.45,32.88,21.15,3.85,nuts
8901000001363,Food Product 1363,Snacks,"Sugar, Wheat Flour, Palm Oil, Salt",318,27.7,26.5,1.12,3.06,gluten
8901000001364,Food Product 1364,Frozen Foods,"Oats, Honey, Almonds",86,24.69,32.85,24.19,4.16,gluten
8901000001365,Food Product 1365,Cereals,"Sugar, Wheat Flour, Palm Oil, Salt",426,1.89,39.22,10.56,0.99,nuts
8901000001366,Food Product 1366,Cereals,"Rice, Spices, Vegetable Oil",126,6.45,4.86,1.09,1.75,milk
8901000001367,Food Product 1367,Snacks,"Oats, Honey, Almonds",206,7.88,26.85,11.24,4.43,nuts
8901000001368,Food Product 1368,Dairy,"Water, Fruit Concentrate, Sugar",372,19.82,18.42,22.23,3.81,nuts
8901000001369,Food Product 1369,Cereals,"Rice, Spices, Vegetable Oil",172,5.82,21.82,19.32,0.05,none
8901000001370,Food Product 1370,Frozen Foods,"Rice, Spices, Vegetable Oil",136,13.44,9.67,9.99,1.33,milk
8901000001371,Food Product 1371,Cereals,"Water, Fruit Concentrate, Sugar",146,10.16,20.48,23.95,3.51,gluten
8901000001372,Food Product 1372,Snacks,"Sugar, Wheat Flour, Palm Oil, Salt",304,16.72,11.62,2.14,2.81,gluten
8901000001373,Food Product 1373,Beverages,"Sugar, Wheat Flour, Palm Oil, Salt",353,7.73,34.79,3.37,1.62,gluten
8901000001374,Food Product 1374,Cereals,"Water, Fruit Concentrate, Sugar",345,15.96,16.72,12.68,0.57,none
8901000001375,Food Product 1375,Dairy,"Milk, Cocoa, Sugar",431,19.9,26.55,23.49,3.02,none
8901000001376,Food Product 1376,Cereals,"Oats, Honey, Almonds",295,9.86,10.57,2.36,2.53,nuts
8901000001377,Food Product 1377,Frozen Foods,"Rice, Spices, Vegetable Oil",417,9.23,7.83,18.01,3.13,gluten
8901000001378,Food Product 1378,Dairy,"Water, Fruit Concentrate, Sugar",367,14.41,29.33,0.66,4.14,gluten
8901000001379,Food Product 1379,Dairy,"Milk, Cocoa, Sugar",550,3.95,3.73,14.24,0.02,gluten
8901000001380,Food Product 1380,Snacks,"Milk, Cocoa, Sugar",271,0.27,33.87,19.52,1.28,none
8901000001381,Food Product 1381,Cereals,"Water, Fruit Concentrate, Sugar",391,16.27,19.89,8.54,1.71,gluten
8901000001382,Food Product 1382,Dairy,"Milk, Cocoa, Sugar",251,4.25,37.42,15.97,0.4,milk
8901000001383,Food Product 1383,Snacks,"Rice, Spices, Vegetable Oil",151,18.06,30.47,17.82,2.35,milk
8901000001384,Food Product 1384,Dairy,"Water, Fruit Concentrate, Sugar",346,13.19,39.65,21.76,2.54,gluten
8901000001385,Food Product 1385,Frozen Foods,"Oats, Honey, Almonds",494,14.82,8.85,12.67,3.38,nuts
8901000001386,Food Product 1386,Dairy,"Sugar, Wheat Flour, Palm Oil, Salt",417,29.33,39.0,18.76,2.8,nuts
8901000001387,Food Product 1387,Snacks,"Rice, Spices, Vegetable Oil",374,7.1,24.93,19.5,2.4,gluten
8901000001388,Food Product 1388,Beverages,"Oats, Honey, Almonds",148,15.66,37.33,24.16,0.7,none
8901000001389,Food Product 1389,Snacks,"Sugar, Wheat Flour, Palm Oil, Salt",71,17.47,28.85,16.63,0.58,gluten
8901000001390,Food Product 1390,Snacks,"Milk, Cocoa, Sugar",285,22.42,31.8,9.75,4.01,nuts
8901000001391,Food Product 1391,Cereals,"Sugar, Wheat Flour, Palm Oil, Salt",340,2.4,30.43,6.76,1.5,milk
8901000001392,Food Product 1392,Beverages,"Milk, Cocoa, Sugar",512,23.88,13.96,20.15,4.71,gluten
8901000001393,Food Product 1393,Beverages,"Milk, Cocoa, Sugar",477,4.28,28.92,8.31,0.28,gluten
8901000001394,Food Product 1394,Beverages,"Water, Fruit Concentrate, Sugar",79,26.37,15.8,9.77,0.53,milk
8901000001395,Food Product 1395,Beverages,"Water, Fruit Concentrate, Sugar",360,11.74,22.93,21.6,4.31,gluten
8901000001396,Food Product 1396,Snacks,"Rice, Spices, Vegetable Oil",466,26.46,19.75,10.37,1.55,milk
8901000001397,Food Product 1397,Frozen Foods,"Rice, Spices, Vegetable Oil",374,28.53,32.47,19.34,3.82,nuts
8901000001398,Food Product 1398,Dairy,"Water, Fruit Concentrate, Sugar",315,28.67,9.91,0.87,2.02,milk
8901000001399,Food Product 1399,Beverages,"Sugar, Wheat Flour, Palm Oil, Salt",178,23.98,20.86,24.55,0.09,gluten
8901000001400,Food Product 1400,Cereals,"Oats, Honey, Almonds",442,1.39,1.11,1.25,2.56,milk
8901000001401,Food Product 1401,Cereals,"Sugar, Wheat Flour, Palm Oil, Salt",232,28.57,34.83,13.19,4.36,gluten
8901000001402,Food Product 1402,Dairy,"Sugar, Wheat Flour, Palm Oil, Salt",544,5.31,12.02,18.04,3.2,gluten
8901000001403,Food Product 1403,Dairy,"Oats, Honey, Almonds",258,16.94,11.09,15.45,3.23,gluten
8901000001404,Food Product 1404,Frozen Foods,"Water, Fruit Concentrate, Sugar",493,4.38,1.53,19.41,0.12,milk
8901000001405,Food Product 1405,Dairy,"Water, Fruit Concentrate, Sugar",87,27.04,19.23,18.81,3.32,milk
8901000001406,Food Product 1406,Snacks,"Milk, Cocoa, Sugar",147,5.98,17.71,7.47,4.45,gluten
8901000001407,Food Product 1407,Snacks,"Sugar, Wheat Flour, Palm Oil, Salt",174,1.46,22.43,12.47,1.67,milk
8901000001408,Food Product 1408,Snacks,"Water, Fruit Concentrate, Sugar",413,6.46,32.77,11.58,3.76,gluten
8901000001409,Food Product 1409,Dairy,"Sugar, Wheat Flour, Palm Oil, Salt",401,29.47,23.64,23.94,2.61,milk
8901000001410,Food Product 1410,Cereals,"Milk, Cocoa, Sugar",235,16.54,13.8,14.13,3.36,nuts
8901000001411,Food Product 1411,Frozen Foods,"Milk, Cocoa, Sugar",398,22.91,2.83,0.82,3.46,gluten
8901000001412,Food Product 1412,Snacks,"Rice, Spices, Vegetable Oil",168,0.32,15.26,18.21,1.57,none
8901000001413,Food Product 1413,Beverages,"Water, Fruit Concentrate, Sugar",508,10.57,22.98,10.13,1.34,gluten
8901000001414,Food Product 1414,Frozen Foods,"Rice, Spices, Vegetable Oil",143,23.34,33.87,23.7,0.78,milk
8901000001415,Food Product 1415,Snacks,"Milk, Cocoa, Sugar",267,10.1,25.53,18.51,0.75,gluten
8901000001416,Food Product 1416,Snacks,"Rice, Spices, Vegetable Oil",234,22.23,20.98,7.24,0.23,none
8901000001417,Food Product 1417,Frozen Foods,"Milk, Cocoa, Sugar",396,13.51,30.78,24.85,3.95,gluten
8901000001418,Food Product 1418,Snacks,"Sugar, Wheat Flour, Palm Oil, Salt",185,15.22,32.45,5.97,4.86,gluten
8901000001419,Food Product 1419,Beverages,"Oats, Honey, Almonds",444,6.31,21.77,1.93,3.22,milk
8901000001420,Food Product 1420,Frozen Foods,"Rice, Spices, Vegetable Oil",310,4.06,23.85,10.62,2.85,nuts
8901000001421,Food Product 1421,Frozen Foods,"Rice, Spices, Vegetable Oil",138,25.05,31.65,24.25,2.67,nuts
8901000001422,Food Product 1422,Dairy,"Oats, Honey, Almonds",358,15.12,12.08,11.88,1.37,gluten
8901000001423,Food Product 1423,Beverages,"Milk, Cocoa, Sugar",379,0.44,22.41,18.25,0.99,nuts
